Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","021","Northern America","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","2.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","021","Northern America","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","5.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","021","Northern America","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","021","Northern America","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","30.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","021","Northern America","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","19.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","021","Northern America","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","29.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","150","Europe","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","1.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","2.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","7.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","11.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","14.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","8.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","58.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","29.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","150","Europe","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","38.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","10.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","17.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","20.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","4.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","30.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","19.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","151","Eastern Europe","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","26.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","4.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","3.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","1.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","0.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","0.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","154","Northern Europe","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","2.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","2.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","7.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","9.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","4.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","13.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","039","Southern Europe","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","6.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","3.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","9.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","4","E","Estimated value",""
"FS","Suite of Food Security Indicators","155","Western Europe","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","56.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","14.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","12.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","16.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","40.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","33.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","45.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","93.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","30.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","42.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","267.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","83","E","Estimated value",""
"FS","Suite of Food Security Indicators","419","Latin America and the Caribbean","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","117.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","8.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","15.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","12.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","34.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","27.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","39.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","14.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","5.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","8.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","61.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","17.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","013","Central America","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","27.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","16.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","30.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","29.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","31.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","64","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","62.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","65.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","13.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","5.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","28","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","10.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","029","Caribbean","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","34.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","15.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","12.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","16.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","40.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","33.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","45.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","65.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","19.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","29","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","177.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","55.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","005","South America","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","78.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","9.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","424.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","10.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","9.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","13.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","24.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","23.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","28.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","489.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","177.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","231.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","1151.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","433.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","142","Asia","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","496.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","6.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","5.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","20.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","25.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","24.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","3.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6132","Value","210070M","Number of severely food insecure male adults (million) (annual value)","2021","2021","millions","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6132","Value","210070F","Number of severely food insecure female adults (million) (annual value)","2021","2021","millions","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6132","Value","210080","Number of moderately or severely food insecure people (million) (annual value)","2021","2021","millions","15.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6132","Value","210080M","Number of moderately or severely food insecure male adults (million) (annual value)","2021","2021","millions","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","143","Central Asia","6132","Value","210080F","Number of moderately or severely food insecure female adults (million) (annual value)","2021","2021","millions","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2021","2021","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6132","Value","210010","Number of people undernourished (million) (annual value)","2021","2021","millions","","O","Missing value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6121","Value","210400","Prevalence of severe food insecurity in the total population (percent) (annual value)","2021","2021","%","1","E","Estimated value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6121","Value","210400M","Prevalence of severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6121","Value","210400F","Prevalence of severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","0.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6121","Value","210090","Prevalence of moderate or severe food insecurity in the total population (percent) (annual value)","2021","2021","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6121","Value","210090M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value)","2021","2021","%","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6121","Value","210090F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (annual value)","2021","2021","%","5.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","030","Eastern Asia","6132","Value","210070","Number of severely food insecure people (million) (annual value)","2021","2021","millions","17.4","E","Estimated value",""
